"","Company","Job_post","Job_location","Salary_in_thousands","Experience_in_years","Skills"
"875","JPMorgan Chase Bank, N.A.","AI_ML_Engineer","Bangalore",323,2,"programming | probability | statistics"
"876","KLA-Tencor","AI_ML_Engineer","Chennai",580,2,"statistics | programming | machine learning algorithms"
"877","Shell","Data_Scientist","Bangalore",471,4,"data modeling | statistics | linear algebra"
"878","Syngenta","AI_ML_Engineer","India",317,2,"linear algebra | machine learning algorithms | probability"
"879","Amazon","Data_Scientist","Bangalore",405,4,"data modeling | linear algebra | programming"
"880","Hewlett Packard Enterprise","AI_ML_Engineer","Bangalore",499,4,"statistics | programming | data modeling"
"881","Standard Chartered","AI_ML_Engineer","Bangalore",402,3,"statistics | probability | machine learning algorithms"
"882","Mozanta","AI_ML_Engineer","Thiruvananthapuram",547,4,"statistics | data modeling | probability"
"883","LiveVox","Database_Developer","Bangalore",433,2,"C++ | cloud | unix"
"884","Morningstar","Database_Developer","New Delhi",403,2,"MS-Excel | cloud | data warehouse"
"885","Edelman Financial Engines","Software_Engineer","Bangalore",552,3,"data warehouse | SQL | C++"
"886","vias webera","Android_developer","Bhopal",473,3,"C++ | programming | firebase"
"887","Parexel","AI_ML_Engineer","Bangalore",356,3,"MS-Excel | firebase | data warehouse"
"888","Empirix","Android_developer","Gurgaon",483,3,"MS-Excel | data warehouse | C++"
"889","phData","Technical_Engineer","Bangalore",320,4,"unix | firebase | C++"
"890","MetricStream","AI_ML_Engineer","Bangalore",593,2,"SQL | data warehouse | cloud"
"891","JJ HITECH WEB SOLUTIONS","Android_developer","Coimbatore",498,3,"C++ | MS-Excel | SQL"
"892","La Verne Infotech Pvt Ltd","Android_developer","Vadodara",366,4,"SQL | cloud | unix"
"893","Calypso Technology","Database_Developer","Mumbai",504,2,"C++ | data warehouse | programming"
"894","Nutanix","Android_developer","Bangalore",449,3,"SQL | firebase | MS-Excel"
"895","Oracle","IT_Engineer","Bangalore",527,3,"C++ | SQL | firebase"
"896","Edelman Financial Engines","Android_developer","Bangalore",311,2,"MS-Excel | C++ | firebase"
"897","IndiWork Software Solutions Pvt. Ltd.","Android_developer","SAS Nagar",482,4,"firebase | MS-Excel | data warehouse"
"898","9ine","Android_developer","Pune",372,4,"SQL | firebase | MS-Excel"
"899","Nutanix","AI_ML_Engineer","Bangalore",586,4,"C++ | data warehouse | programming"
"900","Edelman Financial Engines","Android_developer","Bangalore",497,3,"SQL | data warehouse | programming"
"901","QSC, LLC","AI_ML_Engineer","Bangalore",488,4,"MS-Excel | data warehouse | SQL"
"902","Infozium","Android_developer","Surat",345,2,"SQL | MS-Excel | C++"
"903","Vigiboss it solutions pvt ltd","Android_developer","Visakhapatnam",445,3,"SQL | cloud | firebase"
"904","Nutanix","Technical_Engineer","Pune",405,3,"SQL | cloud | firebase"
"905","Punchh","Data_Scientist","Jaipur",392,2,"SQL | C++ | data warehouse"
"906","CRMWebX Inc.","Android_developer","SAS Nagar",516,4,"MS-Excel | programming | unix"
"907","Amazon","Database_Developer","Hyderabad",585,3,"C++ | unix | firebase"
"908","IHS Markit","Database_Developer","Gurgaon",409,2,"firebase | MS-Excel | programming"
"909","ThirdEye Data Inc.","Android_developer","Calcutta",388,3,"cloud | SQL | programming"
"910","PineBridge Investments","Data_Scientist","Mumbai",304,2,"programming | data warehouse | MS-Excel"
"911","Epsilon","Database_Developer","Bangalore",327,3,"cloud | firebase | programming"
"912","Oxyjon Health","AI_ML_Engineer","Gurgaon",358,3,"SQL | programming | cloud"
"913","GANPATI HOUSE OF ACHIVERS","Technical_Engineer","Shahabad",477,2,"unix | programming | C++"
"914","Accenture","Database_Developer","Bangalore",593,2,"C++ | data warehouse | unix"
"915","Teva Pharmaceuticals","Database_Developer","Bangalore",530,4,"MS-Excel | cloud | programming"
"916","PineBridge Investments","Technical_Engineer","Mumbai",570,2,"firebase | data warehouse | cloud"
"917","QDES Infotech","Android_developer","Perumbavoor",541,2,"cloud | unix | C++"
"918","Aera Technology","Android_developer","Pune",556,4,"data warehouse | MS-Excel | programming"
"919","Morningstar","Database_Developer","New Delhi",304,3,"C++ | unix | data warehouse"
"920","The Alacer Group","Database_Developer","Bangalore",310,3,"unix | firebase | data warehouse"
"921","OneShield","Technical_Engineer","Gurgaon",315,3,"MS-Excel | firebase | data warehouse"
"922","Dayaram Varma Multispecialty Hospital and Trauma Centre","IT_Engineer","Akbarpur",428,4,"cloud | programming | MS-Excel"
"923","Enigma Tech","Android_developer","North Goa",302,3,"MS-Excel | programming | firebase"
"924","Accenture","Database_Developer","Bangalore",302,4,"programming | SQL | unix"
"925","NICE","AI_ML_Engineer","Pune",540,3,"programming | data warehouse | firebase"
"926","SEOValley Solutions Private Limited","Database_Developer","Bhopal",571,2,"MS-Excel | SQL | unix"
"927","SAP","Android_developer","Pune",553,4,"programming | data warehouse | firebase"
"928","Accenture","Database_Developer","Pune",429,2,"firebase | unix | cloud"
"929","Syneos Health Clinical","Android_developer","Pune",496,3,"SQL | firebase | cloud"
"930","Aera Technology","AI_ML_Engineer","Pune",405,3,"MS-Excel | data warehouse | cloud"
"931","Accenture","Database_Developer","Bangalore",316,3,"C++ | firebase | programming"
"932","Blume Global India","Database_Developer","Bangalore",556,4,"cloud | SQL | MS-Excel"
"933","SAP","Database_Developer","Bangalore",309,3,"data warehouse | C++ | SQL"
"934","VMware","Software_Engineer","Bangalore",347,2,"cloud | data warehouse | C++"
"935","[24]7.ai","Android_developer","Bangalore",348,3,"MS-Excel | SQL | cloud"
"936","IRA Softwares","Android_developer","Indore",311,2,"C++ | unix | data warehouse"
"937","Keste","Android_developer","Hyderabad",539,2,"MS-Excel | SQL | unix"
"938","Novartis","Android_developer","Hyderabad",500,4,"unix | SQL | C++"
"939","Genpact","AI_ML_Engineer","Hyderabad",324,2,"data warehouse | cloud | SQL"
"940","Accenture","Database_Developer","Mumbai",558,4,"cloud | unix | MS-Excel"
"941","Soul of Pluto Tech","Database_Developer","Hyderabad",437,4,"C++ | cloud | SQL"
"942","Luxoft","Database_Developer","Bangalore",412,3,"cloud | unix | data warehouse"
"943","Syneos Health Clinical","Technical_Engineer","Pune",371,4,"cloud | programming | unix"
"944","VMware","AI_ML_Engineer","Bangalore",531,2,"unix | C++ | SQL"
"945","Enigma Tech","Software_Engineer","North Goa",380,3,"C++ | SQL | MS-Excel"
"946","Arrow Electronics","Database_Developer","Bangalore",396,2,"MS-Excel | programming | SQL"
"947","J.P. Morgan","Software_Engineer","Hyderabad",398,4,"SQL | cloud | data warehouse"
"948","Accenture","Database_Developer","Bangalore",495,3,"MS-Excel | data warehouse | unix"
"949","AI Engineer","Database_Developer","Mumbai",544,2,"unix | cloud | SQL"
"950","Amazon","Database_Developer","Hyderabad",570,3,"data warehouse | SQL | firebase"
"951","Aptus Health","Database_Developer","Navi Mumbai",550,3,"MS-Excel | unix | programming"
"952","Teleone Consumers Product Pvt. ltd","Android_developer","New Delhi",337,2,"cloud | unix | programming"
"953","Gensuite LLC","Android_developer","Bangalore",518,4,"cloud | C++ | unix"
"954","Wells Fargo","Database_Developer","Hyderabad",377,4,"cloud | firebase | programming"
"955","Jarus Technologies India Private Limited","Database_Developer","Hyderabad",553,4,"MS-Excel | SQL | firebase"
"956","Accenture","Database_Developer","Chennai",319,2,"cloud | C++ | SQL"
"957","Solitaire Infotech Solution","Database_Developer","Cuttack",411,4,"cloud | data warehouse | unix"
"958","Decon Jobs","Database_Developer","Mumbai",363,2,"MS-Excel | cloud | unix"
"959","BROKWILL Technology - Infopark TBC","Android_developer","Cochin",520,3,"data warehouse | firebase | C++"
"960","Symphony SUMMIT","Database_Developer","Bangalore",316,3,"MS-Excel | firebase | programming"
"961","Cornerstone OnDemand, Inc.","Database_Developer","Mumbai",328,4,"unix | SQL | MS-Excel"
"962","Unnati","Database_Developer","New Delhi",365,3,"programming | unix | cloud"
"963","Ascentx Software Development Services","Database_Developer","Chandigarh",577,4,"SQL | MS-Excel | programming"
"964","Cisco Systems","AI_ML_Engineer","Bangalore",441,3,"SQL | MS-Excel | cloud"
"965","FTI Consulting, Inc.","Technical_Engineer","Mumbai",525,3,"MS-Excel | firebase | SQL"
"966","Akamai","Database_Developer","Bangalore",558,3,"SQL | unix | C++"
"967","Telstra","AI_ML_Engineer","Bangalore",503,4,"C++ | cloud | MS-Excel"
"968","Clumio","AI_ML_Engineer","Bangalore",489,3,"SQL | programming | cloud"
"969","9ine","Technical_Engineer","Pune",540,4,"MS-Excel | firebase | cloud"
"970","Data Intensity","Database_Developer","Bangalore",488,3,"firebase | cloud | C++"
"971","Parexel International","Data_Scientist","Hyderabad",540,2,"data warehouse | C++ | firebase"
"972","Parexel","Database_Developer","Hyderabad",333,3,"data warehouse | cloud | programming"
"973","Antrorse","Database_Developer","Bangalore",447,4,"data warehouse | firebase | C++"
"974","RV Technologies Softwares Pvt Ltd","Android_developer","SAS Nagar",429,2,"SQL | cloud | MS-Excel"
"975","Telstra","Android_developer","Bangalore",380,4,"programming | unix | firebase"
"976","Accenture","AI_ML_Engineer","Calcutta",302,3,"unix | cloud | data warehouse"
"977","Blackstraw","Database_Developer","Chennai",465,3,"SQL | MS-Excel | programming"
"978","Simeio","Technical_Engineer","Bangalore",462,2,"web services | data warehouse | unix"
"979","Xactly Corporation","AI_ML_Engineer","Bangalore",483,3,"unix | C# | data warehouse"
"980","SAIPEM","Technical_Engineer","Chennai",500,4,"C# | data warehouse | hardware"
"981","Intrado","Technical_Engineer","Bangalore",424,3,"C# | SQL/PL | unix"
"982","Arlo Smart Home","AI_ML_Engineer","India",433,3,"data warehouse | web services | hardware"
"983","Pulse Secure","Technical_Engineer","Mumbai",318,4,"SQL/PL | unix | hardware"
"984","Raytheon Technologies Corporate","AI_ML_Engineer","Bangalore",342,2,"unix | web services | SQL/PL"
"985","Raytheon Technologies Corporate","AI_ML_Engineer","Bangalore",567,3,"hardware | web services | SQL/PL"
"986","Calypso Technology","Technical_Engineer","Mumbai",585,2,"SQL/PL | hardware | data warehouse"
"987","Acoustic L.P.","AI_ML_Engineer","Pune",440,3,"SQL/PL | unix | hardware"
"988","PineBridge Investments","Technical_Engineer","Mumbai",446,3,"data warehouse | hardware | C#"
"989","Capco","Technical_Engineer","Bangalore",390,4,"SQL/PL | web services | unix"
"990","Amdocs","Technical_Engineer","India",368,4,"hardware | unix | SQL/PL"
"991","Calypso Technology","Technical_Engineer","Pune",485,2,"SQL/PL | hardware | data warehouse"
"992","APEX Analytix","AI_ML_Engineer","Gurgaon",489,2,"web services | unix | data warehouse"
"993","Technousa","Technical_Engineer","New Delhi",324,2,"SQL/PL | data warehouse | unix"
"994","Axelerant","Technical_Engineer","Remote",470,4,"hardware | SQL/PL | data warehouse"
"995","CSG","AI_ML_Engineer","New Delhi",505,4,"C# | hardware | web services"
"996","Appirio","Data_Scientist","Gurgaon",515,3,"C# | SQL/PL | web services"
"997","Jamtech Technologies Pvt ltd","Technical_Engineer","Lucknow",570,2,"web services | SQL/PL | unix"
"998","Telliant India Development Office","Technical_Engineer","North Goa",431,2,"data warehouse | C# | SQL/PL"
"999","CGI Group, Inc.","Technical_Engineer","Bangalore",441,3,"unix | SQL/PL | hardware"
"1000","Gainsight","AI_ML_Engineer","Hyderabad",357,2,"C# | data warehouse | hardware"
"1001","FlexTrade","Technical_Engineer","Pune",574,2,"data warehouse | unix | SQL/PL"
"1002","Luxoft","Data_Scientist","Bangalore",491,4,"data warehouse | SQL/PL | web services"
"1003","Productiv Inc","AI_ML_Engineer","Bangalore",321,3,"unix | SQL/PL | data warehouse"
"1004","Coforge","Technical_Engineer","India",578,2,"data warehouse | unix | hardware"
"1005","Parexel","AI_ML_Engineer","Hyderabad",524,3,"web services | unix | data warehouse"
"1006","CSG","AI_ML_Engineer","Bangalore",369,3,"data warehouse | C# | SQL/PL"
"1007","BMC","IT_Engineer","Pune",531,2,"SQL/PL | unix | C#"
"1008","Gainsight","AI_ML_Engineer","Hyderabad",519,3,"hardware | C# | unix"
"1009","Oracle","IT_Engineer","Bangalore",337,2,"C# | SQL/PL | data warehouse"
"1010","Hansen Technologies","Technical_Engineer","Pune",311,4,"SQL/PL | unix | data warehouse"
"1011","Oracle","AI_ML_Engineer","Bangalore",311,3,"C# | data warehouse | hardware"
"1012","Gainsight","AI_ML_Engineer","Hyderabad",315,4,"C# | SQL/PL | data warehouse"
"1013","BMC","AI_ML_Engineer","Bangalore",419,3,"hardware | data warehouse | web services"
"1014","Colgate-Palmolive","Technical_Engineer","Mumbai",338,3,"web services | data warehouse | hardware"
"1015","OSTC India","Technical_Engineer","Mumbai",415,4,"C# | hardware | data warehouse"
"1016","Oracle","IT_Engineer","Bangalore",540,2,"web services | unix | SQL/PL"
"1017","Thomson Reuters","Technical_Engineer","Hyderabad",323,2,"SQL/PL | hardware | data warehouse"
"1018","DeepR Analytics","Technical_Engineer","Noida",560,4,"web services | unix | C#"
"1019","CSG","AI_ML_Engineer","Bangalore",402,2,"data warehouse | C# | unix"
"1020","Oracle","IT_Engineer","Bangalore",385,4,"web services | data warehouse | C#"
"1021","159 Solutions, Inc.","Technical_Engineer","Pune",533,4,"hardware | data warehouse | unix"
"1022","RGF Professional Recruitment","Technical_Engineer","New Delhi",533,3,"unix | hardware | C#"
"1023","CSG","AI_ML_Engineer","Bangalore",495,3,"C# | hardware | web services"
"1024","Pixentia","Technical_Engineer","Vijayawada",337,2,"SQL/PL | web services | data warehouse"
"1025","Euclid Innovations","Technical_Engineer","India",596,3,"hardware | unix | C#"
"1026","Crimson Careers","Technical_Engineer","Bangalore",577,3,"data warehouse | SQL/PL | web services"
"1027","Blue Yonder","Technical_Engineer","Bangalore",560,3,"unix | C# | SQL/PL"
"1028","Amazon","Technical_Engineer","Bangalore",391,4,"hardware | data warehouse | unix"
"1029","Infoblox","Technical_Engineer","Bangalore",572,2,"C# | hardware | unix"
"1030","Solitaire Infotech Solution","Software_Engineer","New Delhi",597,4,"unix | web services | SQL/PL"
"1031","eCore Systems","Technical_Engineer","Pune",341,2,"C# | data warehouse | unix"
"1032","Aptean","AI_ML_Engineer","Bangalore",341,2,"hardware | C# | unix"
"1033","IHS Markit","Technical_Engineer","Gurgaon",465,3,"C# | SQL/PL | data warehouse"
"1034","Oracle","Technical_Engineer","Bangalore",324,4,"SQL/PL | hardware | C#"
"1035","UST Global Singapore Pte Limited","Technical_Engineer","Chennai",599,2,"hardware | data warehouse | C#"
"1036","Saviynt","Technical_Engineer","Bangalore",348,2,"data warehouse | web services | C#"
"1037","NetApp","Technical_Engineer","Bangalore",502,2,"web services | data warehouse | SQL/PL"
"1038","Luxoft","Technical_Engineer","Chennai",549,4,"web services | C# | unix"
"1039","J.P. Morgan","Technical_Engineer","Bangalore",394,3,"hardware | data warehouse | unix"
"1040","DeepR Analytics","Technical_Engineer","Noida",349,4,"unix | hardware | web services"
"1041","BMC","IT_Engineer","Pune",409,2,"SQL/PL | data warehouse | web services"
"1042","Deloitte","Technical_Engineer","Hyderabad",355,2,"hardware | unix | web services"
"1043","Kayz Infotech Private Limited","Technical_Engineer","Chandigarh",403,2,"web services | unix | SQL/PL"
"1044","BMC","AI_ML_Engineer","Bangalore",300,4,"C# | data warehouse | hardware"
"1045","UnitedHealth Group","Data_Scientist","Hyderabad",584,2,"data warehouse | unix | SQL/PL"
"1046","Emendate India","IT_Engineer","Ahmedabad",589,2,"web services | unix | hardware"
"1047","FiscalNote","Data_Scientist","Gurgaon",409,4,"C# | unix | data warehouse"
"1048","ACI Worldwide","AI_ML_Engineer","Pune",303,3,"hardware | C# | SQL/PL"
"1049","Avestacs","Technical_Engineer","Gurgaon",488,3,"data warehouse | C# | hardware"
"1050","Axelerant","Technical_Engineer","Remote",388,4,"hardware | web services | C#"
"1051","Parexel","AI_ML_Engineer","Hyderabad",596,3,"C# | web services | SQL/PL"
"1052","Solitaire Infotech Solution","IT_Engineer","Udagamandalam",566,2,"hardware | C# | web services"
"1053","Oracle","Technical_Engineer","Bangalore",471,3,"web services | unix | C#"
"1054","Oracle","Technical_Engineer","Bangalore",533,4,"hardware | unix | data warehouse"
"1055","Minda Solution Tech Mark","Technical_Engineer","Madurai",520,3,"hardware | web services | C#"
"1056","AI Engineer","AI_ML_Engineer","Kolhapur",414,4,"unix | data warehouse | C#"
"1057","Frugal Testing","Technical_Engineer","Telangana",521,2,"C# | web services | data warehouse"
"1058","Coforge","Technical_Engineer","India",331,3,"hardware | web services | SQL/PL"
"1059","Motifworks Pvt. Ltd, Balewadi","Technical_Engineer","Pune",328,3,"C# | web services | unix"
"1060","Luxoft","Technical_Engineer","Bangalore",593,3,"web services | hardware | unix"
"1061","Legaldesk.com","Technical_Engineer","Bangalore",451,4,"SQL/PL | data warehouse | unix"
"1062","ALSTOM","Technical_Engineer","Bangalore",575,2,"C# | unix | hardware"
"1063","Momenta Group","AI_ML_Engineer","Bangalore",508,3,"web services | data warehouse | C#"
"1064","Blue Yonder","Technical_Engineer","Bangalore",497,4,"hardware | web services | unix"
"1065","Mahindra Comviva","Technical_Engineer","India",563,3,"C# | web services | SQL/PL"
"1066","Solitaire Infotech Solution","Software_Engineer","Delhi",537,4,"data warehouse | hardware | SQL/PL"
"1067","Acoustic, L.P.","AI_ML_Engineer","Pune",523,3,"C# | web services | SQL/PL"
"1068","RM Education Solutions India","Technical_Engineer","India",469,4,"hardware | unix | data warehouse"
"1069","NatWest Group","Technical_Engineer","Gurgaon",315,2,"unix | web services | hardware"
