"","Company","Job_post","Job_location","Salary_in_thousands","Experience_in_years","Skills"
"each_skill.1424","Sites Learning India Pvt. Ltd.","Hardware Engineer","New Delhi",349,2,"analog | system design | programming"
"each_skill.1434","Saraca Solutions","Hardware Engineer","Bangalore",497,2,"system design | aptitude for maths | analog"
"each_skill.1444","Ladder Networks","AC / DC Drives - Electronics Sr Design Engineer/ Mgr","Secunderabad",303,3,"analog | hardware | system design"
"each_skill.1454","SR Expert Services","Electronics Engineer PCB Design & Testing","New Delhi",315,1,"hardware | aptitude for maths | analog"
"each_skill.1464","Cisco Systems","Technical Consulting Engineer - Data Center / Nexus","Bangalore",454,1,"analog | aptitude for maths | hardware"
"each_skill.1474","Allwaveav Systems Private Limited","Electronics Engineering Internship","Mumbai",362,3,"aptitude for maths | analog | programming"
"each_skill.1484","MNL GLUCK SERVICES PVT. LTD","Field service Engineer(electronics security and Audio Video )","Faridabad",320,6,"hardware | system design | programming"
"each_skill.1494","Reliance Jio Infocomm Limited","Electrical Engineer","Mumbai",588,5,"analog | circuit design | system design"
"each_skill.1504","GMR india Project","Junior Electronics Engineer","Bangalore",494,5,"analog | circuit design | system design"
"each_skill.1515","IEEC POWER ELECTRONICS PVT. LTD","PCB Design Engineer","Maharashtra",314,3,"aptitude for maths | hardware | programming"
"each_skill.1523","Qualcomm Incorporated","Graphics DV - Lead Engineer Senior","Bangalore",445,6,"system design | circuit design | hardware"
"each_skill.1532","Augusta Infotech","Senior Electronics Engineer – Energy Engineering","Bangalore",319,4,"hardware | aptitude for maths | system design"
"each_skill.1541","ioTech Designs","Embedded Engineer","Noida",521,4,"aptitude for maths | programming | analog"
"each_skill.1551","Synopsys","ASIC Physical Design Engineer","Hyderabad",454,4,"programming | aptitude for maths | circuit design"
"each_skill5","[24]7.ai","Tech Lead","Bangalore",433,1,"probability | data modeling | linear algebra"
"each_skill.166","[24]7.ai","Customer Support Executive - Non Voice","Bangalore",409,1,"programming | probability | data modeling"
"each_skill.218","9ine","Scrum Master","Pune",469,5,"machine learning algorithms | probability | data modeling"
"each_skill.318","Calypso Technology","Software Engineer","Chennai",415,2,"machine learning algorithms | probability | programming"
"each_skill.418","Acoustic L.P.","Technical Support Analyst","Pune",456,2,"data modeling | programming | linear algebra"
"each_skill.518","Amazon","Principal AI/ML: Digital Innovation Prototyping Architect","Bangalore",530,6,"linear algebra | programming | data modeling"
"each_skill.618","Calypso Technology","Intern","Mumbai",552,2,"machine learning algorithms | statistics | probability"
"each_skill.718","ThoughtSpot","Member of Technical Staff - Infrastructure and Development","Bangalore",477,0,"probability | programming | linear algebra"
"each_skill.818","IBM","AI Applications Product Support Engineer - WCE_EDI","Bangalore",366,2,"data modeling | linear algebra | probability"
"each_skill.918","[24]7.ai","Customer Support Executive - Voice","Bangalore",584,5,"statistics | data modeling | machine learning algorithms"
"each_skill.1018","NVIDIA","Developer Technology Engineer - AI","Bangalore",313,3,"machine learning algorithms | statistics | linear algebra"
"each_skill.1118","Amazon","Data Scientist Intern","Bangalore",454,1,"programming | probability | data modeling"
"each_skill.1218","ThoughtSpot","Senior Software Security Engineer","Bangalore",508,1,"linear algebra | data modeling | statistics"
"each_skill.1318","Calypso Technology","Technical Analyst – Support","Pune",308,1,"linear algebra | data modeling | programming"
"each_skill.1418","Ericsson-Worldwide","AI Technical Product Manager - OSS","Bangalore",322,5,"programming | machine learning algorithms | data modeling"
"each_skill.1516","[24]7.ai","Technical Lead - Full Stack","Bangalore",329,6,"linear algebra | machine learning algorithms | data modeling"
"each_skill.167","ThoughtSpot","Senior Cloud Security Engineer","Bangalore",360,6,"linear algebra | machine learning algorithms | probability"
"each_skill.175","Aera Technology","Solution Architect","Pune",395,0,"programming | statistics | machine learning algorithms"
"each_skill.185","J.P. Morgan","CIB - AIS - Hedge Fund Services - Team Leader","Bangalore",505,4,"linear algebra | programming | data modeling"
"each_skill.195","NVIDIA","Senior System Software Engineer - Conversational AI System","Pune",488,0,"linear algebra | data modeling | programming"
"each_skill.205","ThoughtSpot","Staff Engineer- Cloud Platform","Bangalore",451,3,"data modeling | machine learning algorithms | linear algebra"
"each_skill.219","Machinellium Mavericks Projects and Consultants","AI Programmer","Hyderabad",408,1,"linear algebra | programming | probability"
"each_skill.225","Calypso Technology","Client and Partner Learning Lead","Mumbai",565,4,"linear algebra | machine learning algorithms | programming"
"each_skill.235","NVIDIA","Senior System Software Engineer, Speech AI","Pune",546,5,"machine learning algorithms | programming | data modeling"
"each_skill.245","IBM","Associate Partner -Data & AI LT00","Gurgaon",544,2,"statistics | data modeling | machine learning algorithms"
"each_skill.255","Calypso Technology","Manager, Engineering","Chennai",434,3,"programming | machine learning algorithms | probability"
"each_skill.265","ThoughtSpot","Senior Product Designer","Bangalore",572,5,"data modeling | linear algebra | statistics"
"each_skill.275","Intel","AI Software Engineer","Mumbai",540,4,"data modeling | statistics | probability"
"each_skill.285","J.P. Morgan","CIB - AIS - Portfolio Admin - Senior Team Member - Bangalore","Bangalore",588,2,"programming | data modeling | statistics"
"each_skill.295","Target","Lead AI Scientist","Bangalore",542,0,"machine learning algorithms | linear algebra | data modeling"
"each_skill.305","NVIDIA","Senior System Software Engineer, Speech AI","Pune",477,4,"linear algebra | machine learning algorithms | programming"
"each_skill.319","Micron","Data Science Engineer, SMART MFG & AI","Hyderabad",345,2,"programming | statistics | linear algebra"
"each_skill.325","NLPBOTS","AI NLP ENGINEER","Pune",432,4,"data modeling | probability | machine learning algorithms"
"each_skill.335","J.P. Morgan","Software Engineer - AI/ML Engineer(Java/Python)","Bangalore",309,6,"programming | data modeling | linear algebra"
"each_skill.345","NVIDIA","Senior Cloud AI Platform Engineer","Pune",448,2,"probability | data modeling | statistics"
"each_skill.355","Accrete.AI","AI Scientist","Mumbai",487,0,"statistics | machine learning algorithms | programming"
"each_skill.365","Micron","BIG DATA ENGINEER, SMART MFG & AI","Hyderabad",530,0,"linear algebra | statistics | probability"
"each_skill.375","Codifyd","Front End Developer","Mumbai",580,1,"data modeling | programming | linear algebra"
"each_skill.385","Apple","AI/ML - Annotation Analyst","Hyderabad",430,5,"linear algebra | data modeling | programming"
"each_skill.395","Ericsson-Worldwide","AI Technical Product Manager - Operations Support Systems","Bangalore",467,1,"machine learning algorithms | probability | linear algebra"
"each_skill.405","Roljobs Technology Services Pvt Ltd","AI Developer","Cochin",404,6,"probability | statistics | machine learning algorithms"
"each_skill.419","NVIDIA","Partner Solutions Architect - AI","Hyderabad",401,0,"machine learning algorithms | linear algebra | programming"
"each_skill.425","NVIDIA","Senior Solution Architect - AI","Bangalore",462,3,"data modeling | statistics | linear algebra"
"each_skill.435","Ericsson-Worldwide","AI Technical Product Manager - RAN","Bangalore",520,3,"data modeling | programming | probability"
"each_skill.445","Amazon","Principal Product Manager - Alexa AI","Hyderabad",463,3,"machine learning algorithms | data modeling | probability"
"each_skill.455","Intuit","Senior Product Manager","Bangalore",351,2,"programming | statistics | machine learning algorithms"
"each_skill.465","Colgate-Palmolive","CRM & Data Lead","Mumbai",463,5,"linear algebra | probability | programming"
"each_skill.475","Telstra","Data Engineer","Bangalore",464,0,"machine learning algorithms | probability | statistics"
"each_skill.485","NVIDIA","Senior Enterprise Solution Engineer, Software - AI","Bangalore",514,2,"machine learning algorithms | programming | linear algebra"
"each_skill.495","Codifyd","Marketing Manager","Mumbai",481,5,"programming | statistics | machine learning algorithms"
"each_skill.505","Param Info Computer Services Private Limited","AI Developer","Hyderabad",470,5,"machine learning algorithms | linear algebra | statistics"
"each_skill.519","Genpact","Data Engineer for AI/Advance Analytic","Hyderabad",563,5,"statistics | programming | linear algebra"
"each_skill.525","Ericsson-Worldwide","Senior Project Manager - AI Platforms job stage 6","Chennai",301,6,"linear algebra | statistics | data modeling"
"each_skill.535","Vudum Srinu (Proprietor Of Suncity Star Technology)","AI Developer","Udagamandalam",532,6,"data modeling | programming | machine learning algorithms"
"each_skill.545","AstraZeneca","Senior Consultant - AI Ops (Models)","Chennai",531,4,"programming | data modeling | statistics"
"each_skill.555","OLX Group","Senior Product Manager","Gurgaon",323,5,"probability | programming | data modeling"
"each_skill.565","Genpact","Data Science for AI/Advance Analytic","Hyderabad",531,0,"programming | linear algebra | probability"
"each_skill.575","Micron Technology","Systems Engineer","Hyderabad",479,6,"data modeling | statistics | machine learning algorithms"
"each_skill.585","Axisvation","AI Developer","India",513,1,"data modeling | statistics | probability"
"each_skill.595","J.P. Morgan","Applied AI ML Associate","Mumbai",303,1,"statistics | data modeling | linear algebra"
"each_skill.605","IBM","AI Frontend Developer","Bangalore",533,6,"machine learning algorithms | linear algebra | statistics"
"each_skill.619","Qwerty Thoughts Media Pvt Ltd","Intern - Software Engineering - NLP/AI","India",538,0,"data modeling | probability | statistics"
"each_skill.625","[x]cube LABS","Internship - AI/ML","Hyderabad",412,6,"statistics | linear algebra | programming"
"each_skill.635","TDG","SE/SSE - Python+AI+ML+NLP","Pune",572,5,"probability | data modeling | machine learning algorithms"
"each_skill.645","StartUs Insights","INNOVATION ANALYST in BioTech, Healthcare and Energy - Remote Position","Remote",319,5,"machine learning algorithms | data modeling | linear algebra"
"each_skill.655","Cognito BPM Inc.","AI Resource","Remote",445,2,"programming | machine learning algorithms | statistics"
"each_skill.665","Learninglinksindia","INNOVATION COACH / AI TRAINER","Bangalore",318,1,"data modeling | linear algebra | statistics"
"each_skill.675","Apple","AI/ML - Annotation Team Lead","Hyderabad",558,5,"machine learning algorithms | data modeling | probability"
"each_skill.685","Maastrix Solutions pvt. Ltd","PHP with AI","Bhubaneshwar",583,5,"programming | linear algebra | probability"
"each_skill.695","Apptivism Pvt Ltd","Flutter Developer","Hyderabad",428,5,"machine learning algorithms | statistics | data modeling"
"each_skill.705","Accenture","New Associate-Digital Marketing","Mumbai",324,4,"statistics | machine learning algorithms | linear algebra"
"each_skill.719","Deloitte","Analyst/Sr. Analyst -DS AI","Bangalore",463,4,"data modeling | linear algebra | statistics"
"each_skill.725","AI Engineer","'''computer operators'''","Hosur",529,3,"machine learning algorithms | linear algebra | probability"
"each_skill.735","Vamstar","Junior Software Engineer","Bangalore",535,0,"machine learning algorithms | data modeling | statistics"
"each_skill.745","Vivarttana Technologies","Robotic Trainer & AI Trainer","Bangalore",484,1,"programming | probability | data modeling"
"each_skill.755","Siemens Technology and Services Private Limited","AI/ML – Developer","Bangalore",486,0,"programming | statistics | probability"
"each_skill.765","Snapinsight Solutions Private Limited","Ai/ML Engineer","Mumbai",490,4,"programming | data modeling | linear algebra"
"each_skill.775","Apple","AI/ML - Annotation Analyst","Hyderabad",348,6,"programming | data modeling | linear algebra"
"each_skill.785","Paxcom India Pvt. Ltd. - A Paymentus Company","Senior /Graphic Designer","Gurgaon",436,4,"linear algebra | programming | data modeling"
"each_skill.795","Expertrons","Quality Analyst","Mumbai",562,1,"data modeling | linear algebra | probability"
"each_skill.805","eProSoft (www.eprosoft.com)","AI Developer with Voice Recognition","Visakhapatnam",315,0,"statistics | programming | linear algebra"
"each_skill.819","Nuance","Renewal Operations Specialist","Bangalore",387,1,"linear algebra | data modeling | statistics"
"each_skill.825","ANI Calls India Private Limited","Artificial Intelligence (AI)","Hyderabad",502,0,"linear algebra | machine learning algorithms | programming"
"each_skill.835","Ernst & Young","AI/ML Senior Developer","Thiruvananthapuram",525,0,"linear algebra | probability | machine learning algorithms"
"each_skill.845","Centilytics","AI Engineer/AI Specialist","Noida",528,1,"probability | machine learning algorithms | data modeling"
"each_skill.855","Mozanta","AI/ML Team Lead","Thiruvananthapuram",489,4,"data modeling | probability | statistics"
"each_skill.865","One Learning Edusphere","AI ENGINEER INTERNSHIP","Lucknow",458,5,"machine learning algorithms | linear algebra | data modeling"
"each_skill.875","SymphSol","AI/NLP Engineer","Pune",557,5,"statistics | probability | data modeling"
"each_skill.885","ANI Calls India Private Limited","Artificial Intelligence (AI) Researchers engineer","Noida",435,2,"machine learning algorithms | statistics | probability"
"each_skill.895","Miles Education","Inside Sales_Pune","Pune",420,4,"machine learning algorithms | programming | data modeling"
"each_skill.905","Telerad Tech","AI Lead","Bangalore",580,5,"data modeling | statistics | machine learning algorithms"
"each_skill.919","Qwerty Thoughts Media Pvt Ltd","Intern - Software Engineering - NLP/AI","India",469,4,"probability | machine learning algorithms | linear algebra"
"each_skill.925","[x]cube LABS","Internship - AI/ML","Hyderabad",308,6,"data modeling | programming | linear algebra"
"each_skill.935","TDG","SE/SSE - Python+AI+ML+NLP","Pune",593,6,"linear algebra | data modeling | machine learning algorithms"
"each_skill.945","StartUs Insights","INNOVATION ANALYST in BioTech, Healthcare and Energy - Remote Position","Remote",308,0,"probability | programming | machine learning algorithms"
"each_skill.955","Cognito BPM Inc.","AI Resource","Remote",305,5,"statistics | machine learning algorithms | linear algebra"
"each_skill.965","Learninglinksindia","INNOVATION COACH / AI TRAINER","Bangalore",418,2,"linear algebra | data modeling | machine learning algorithms"
"each_skill.975","Apple","AI/ML - Annotation Team Lead","Hyderabad",442,1,"statistics | data modeling | programming"
"each_skill.985","Maastrix Solutions pvt. Ltd","PHP with AI","Bhubaneshwar",596,4,"linear algebra | machine learning algorithms | statistics"
"each_skill.995","Apptivism Pvt Ltd","Flutter Developer","Hyderabad",545,3,"statistics | linear algebra | machine learning algorithms"
"each_skill.1005","Accenture","New Associate-Digital Marketing","Mumbai",382,3,"linear algebra | programming | probability"
"each_skill.1019","Deloitte","Analyst/Sr. Analyst -DS AI","Bangalore",594,1,"probability | machine learning algorithms | data modeling"
"each_skill.1025","AI Engineer","'''computer operators'''","Hosur",575,1,"statistics | machine learning algorithms | probability"
"each_skill.1035","Vamstar","Junior Software Engineer","Bangalore",424,4,"machine learning algorithms | statistics | probability"
"each_skill.1045","Vivarttana Technologies","Robotic Trainer & AI Trainer","Bangalore",482,6,"statistics | data modeling | probability"
"each_skill.1055","Siemens Technology and Services Private Limited","AI/ML – Developer","Bangalore",305,2,"linear algebra | probability | data modeling"
"each_skill.1065","Snapinsight Solutions Private Limited","Ai/ML Engineer","Mumbai",485,5,"statistics | machine learning algorithms | linear algebra"
"each_skill.1075","Apple","AI/ML - Annotation Analyst","Hyderabad",548,0,"probability | machine learning algorithms | statistics"
"each_skill.1085","Paxcom India Pvt. Ltd. - A Paymentus Company","Senior /Graphic Designer","Gurgaon",371,6,"probability | programming | machine learning algorithms"
"each_skill.1095","Expertrons","Quality Analyst","Mumbai",393,4,"data modeling | programming | linear algebra"
"each_skill.1105","eProSoft (www.eprosoft.com)","AI Developer with Voice Recognition","Visakhapatnam",530,1,"programming | linear algebra | data modeling"
"each_skill.1119","Nuance","Renewal Operations Specialist","Bangalore",405,4,"machine learning algorithms | programming | data modeling"
"each_skill.1125","ANI Calls India Private Limited","Artificial Intelligence (AI)","Hyderabad",343,4,"probability | linear algebra | data modeling"
"each_skill.1135","Ernst & Young","AI/ML Senior Developer","Thiruvananthapuram",321,2,"programming | statistics | probability"
"each_skill.1145","Centilytics","AI Engineer/AI Specialist","Noida",334,2,"statistics | programming | probability"
"each_skill.1155","Mozanta","AI/ML Team Lead","Thiruvananthapuram",502,1,"programming | data modeling | statistics"
"each_skill.1165","One Learning Edusphere","AI ENGINEER INTERNSHIP","Lucknow",454,0,"probability | linear algebra | machine learning algorithms"
"each_skill.1175","SymphSol","AI/NLP Engineer","Pune",514,4,"statistics | data modeling | linear algebra"
"each_skill.1185","ANI Calls India Private Limited","Artificial Intelligence (AI) Researchers engineer","Noida",488,5,"statistics | linear algebra | machine learning algorithms"
"each_skill.1195","Miles Education","Inside Sales_Pune","Pune",563,6,"data modeling | probability | linear algebra"
"each_skill.1205","Telerad Tech","AI Lead","Bangalore",417,1,"data modeling | probability | programming"
"each_skill.1219","Qwerty Thoughts Media Pvt Ltd","Intern - Software Engineering - NLP/AI","India",578,3,"programming | linear algebra | data modeling"
"each_skill.1225","[x]cube LABS","Internship - AI/ML","Hyderabad",443,2,"machine learning algorithms | programming | linear algebra"
"each_skill.1235","TDG","SE/SSE - Python+AI+ML+NLP","Pune",499,3,"statistics | linear algebra | data modeling"
"each_skill.1245","StartUs Insights","INNOVATION ANALYST in BioTech, Healthcare and Energy - Remote Position","Remote",537,2,"linear algebra | data modeling | statistics"
"each_skill.1255","Cognito BPM Inc.","AI Resource","Remote",327,0,"probability | machine learning algorithms | linear algebra"
"each_skill.1265","Learninglinksindia","INNOVATION COACH / AI TRAINER","Bangalore",303,3,"data modeling | probability | linear algebra"
"each_skill.1275","Apple","AI/ML - Annotation Team Lead","Hyderabad",366,3,"machine learning algorithms | linear algebra | statistics"
"each_skill.1285","Maastrix Solutions pvt. Ltd","PHP with AI","Bhubaneshwar",583,2,"statistics | probability | programming"
"each_skill.1295","Apptivism Pvt Ltd","Flutter Developer","Hyderabad",456,5,"machine learning algorithms | programming | probability"
"each_skill.1305","Accenture","New Associate-Digital Marketing","Mumbai",492,6,"programming | probability | statistics"
"each_skill.1319","Deloitte","Analyst/Sr. Analyst -DS AI","Bangalore",455,6,"linear algebra | data modeling | probability"
"each_skill.1325","AI Engineer","'''computer operators'''","Hosur",455,2,"probability | statistics | programming"
"each_skill.1335","Vamstar","Junior Software Engineer","Bangalore",538,1,"programming | statistics | probability"
"each_skill.1345","Vivarttana Technologies","Robotic Trainer & AI Trainer","Bangalore",358,0,"data modeling | machine learning algorithms | probability"
"each_skill.1355","Siemens Technology and Services Private Limited","AI/ML – Developer","Bangalore",385,3,"statistics | programming | machine learning algorithms"
"each_skill.1365","Snapinsight Solutions Private Limited","Ai/ML Engineer","Mumbai",463,1,"data modeling | linear algebra | statistics"
"each_skill.1375","Apple","AI/ML - Annotation Analyst","Hyderabad",353,1,"data modeling | machine learning algorithms | programming"
"each_skill.1385","Paxcom India Pvt. Ltd. - A Paymentus Company","Senior /Graphic Designer","Gurgaon",544,6,"data modeling | machine learning algorithms | probability"
"each_skill.1395","Expertrons","Quality Analyst","Mumbai",366,6,"machine learning algorithms | data modeling | linear algebra"
"each_skill.1405","eProSoft (www.eprosoft.com)","AI Developer with Voice Recognition","Visakhapatnam",558,0,"programming | statistics | probability"
"each_skill.1419","Nuance","Renewal Operations Specialist","Bangalore",468,6,"probability | statistics | machine learning algorithms"
"each_skill.1425","ANI Calls India Private Limited","Artificial Intelligence (AI)","Hyderabad",563,6,"probability | machine learning algorithms | data modeling"
"each_skill.1435","Ernst & Young","AI/ML Senior Developer","Thiruvananthapuram",527,2,"linear algebra | statistics | data modeling"
"each_skill.1445","Centilytics","AI Engineer/AI Specialist","Noida",464,2,"programming | machine learning algorithms | linear algebra"
"each_skill.1455","Mozanta","AI/ML Team Lead","Thiruvananthapuram",363,5,"programming | data modeling | statistics"
"each_skill.1465","One Learning Edusphere","AI ENGINEER INTERNSHIP","Lucknow",324,3,"data modeling | statistics | machine learning algorithms"
"each_skill.1475","SymphSol","AI/NLP Engineer","Pune",537,0,"probability | statistics | programming"
"each_skill.1485","ANI Calls India Private Limited","Artificial Intelligence (AI) Researchers engineer","Noida",557,4,"statistics | machine learning algorithms | data modeling"
"each_skill.1495","Miles Education","Inside Sales_Pune","Pune",431,1,"machine learning algorithms | data modeling | linear algebra"
"each_skill.1505","Telerad Tech","AI Lead","Bangalore",583,2,"probability | linear algebra | data modeling"
"each_skill6","LiveVox","Database Administrator","Bangalore",599,1,"firebase | C++ | data warehouse"
"each_skill.168","Morningstar","Database Administrator","New Delhi",365,3,"SQL | programming | cloud"
"each_skill.220","Closeloop Technologies LLC","Sr. AWS / DevOps Lead","Chandigarh",563,4,"data warehouse | SQL | programming"
"each_skill.320","Parexel","Associate Data Management Lead","Bangalore",396,4,"data warehouse | programming | MS-Excel"
"each_skill.420","IRA Softwares","C# Developer","Indore",311,5,"SQL | MS-Excel | firebase"
"each_skill.520","La Verne Infotech Pvt Ltd","PHP Developer","Vadodara",558,6,"firebase | C++ | MS-Excel"
"each_skill.620","Nutanix","MTS -[QA Automation,Python]","Bangalore",505,2,"programming | firebase | unix"
"each_skill.720","Nutanix","Senior Member of Technical Staff-Backend Developer[C++,Python]","Bangalore",469,1,"MS-Excel | cloud | SQL"
"each_skill.820","9ine","Scrum Master","Pune",544,1,"firebase | SQL | cloud"
"each_skill.920","phData","Senior Product Engineer","Bangalore",321,6,"C++ | firebase | programming"
"each_skill.1020","DXGenesis Healthcare Pvt Ltd","Credentialing Specialist","Mysore",358,2,"unix | data warehouse | cloud"
"each_skill.1120","SAIPEM","Marine Offshore Engineer (Relocation to Mozambique) DP2_TM4_GP1","India",580,0,"cloud | MS-Excel | unix"
"each_skill.1220","Valorem Reply","Lead Software Engineer","Cochin",452,2,"firebase | SQL | programming"
"each_skill.1320","Nutanix","Member of Technical Staff (C++/Python/Golang)","Pune",361,5,"unix | programming | SQL"
"each_skill.1420","Shukla Information Solutions Pvt Ltd","Senior Full Stack Developer","Ahmedabad",488,5,"unix | firebase | programming"
"each_skill.1517","APEX Analytix","Implementation Specialist I","Gurgaon",380,0,"programming | SQL | MS-Excel"
"each_skill.169","APEX Analytix","Solutions Assurance & Testing Consultant- India","Gurgaon",346,3,"firebase | programming | cloud"
"each_skill.176","BlueJeans","Lead Engineer - API/Platform","Bangalore",383,2,"C++ | SQL | cloud"
"each_skill.186","GANPATI HOUSE OF ACHIVERS","Marketing Executive","Shahabad",375,5,"data warehouse | MS-Excel | firebase"
"each_skill.196","Acoustic L.P.","Technical Support Analyst","Pune",320,3,"cloud | unix | data warehouse"
"each_skill.206","9ine","Senior Database Developer","Pune",387,4,"programming | SQL | unix"
"each_skill.2110","Bristlecone","Java J2EE","Bangalore",553,5,"C++ | unix | cloud"
"each_skill.226","APEX Analytix","Application Support Analyst I","Gurgaon",589,5,"SQL | MS-Excel | data warehouse"
"each_skill.236","Integral Ad Science","Business Intelligence Engineer","Pune",440,4,"unix | MS-Excel | programming"
"each_skill.246","Valorem Reply","Digital Insights Consultant II","Cochin",449,6,"cloud | firebase | programming"
"each_skill.256","Valorem Reply","Digital Insights Consultant III","Cochin",351,3,"C++ | programming | MS-Excel"
"each_skill.266","Trimble MAPS","Senior Software Engineer","Chennai",353,6,"C++ | programming | unix"
"each_skill.276","Babysoft Software","PHP Developer","Lucknow",367,5,"unix | programming | cloud"
"each_skill.286","Edelman Financial Engines","Staff Software Engineer","Bangalore",350,4,"programming | cloud | unix"
"each_skill.296","Acoustic L.P.","Full Stack Developer","Pune",531,4,"firebase | MS-Excel | unix"
"each_skill.306","PineBridge Investments","Data Quality & Master Data Management Lead","Mumbai",348,2,"programming | data warehouse | unix"
"each_skill.3110","9ine","Senior Database Developer","Pune",555,4,"data warehouse | firebase | unix"
"each_skill.326","eClinicalworks India Pvt Ltd","NOC - System Admin (5 Days working / Rotational Shifts)","Ahmedabad",324,5,"unix | programming | SQL"
"each_skill.336","REI Systems India Pvt. Ltd.","Data Analyst","Maharashtra",448,2,"cloud | MS-Excel | SQL"
"each_skill.346","Iris Software","SQL Database & SSIS","India",362,2,"cloud | programming | MS-Excel"
"each_skill.356","Culture Arc","CORE DATABASE ADMINISTRATOR (ORACLE","Remote",519,6,"unix | firebase | programming"
"each_skill.366","Channelthon.com","Data Entry Specialist","Mumbai",542,2,"unix | MS-Excel | firebase"
"each_skill.376","EY","ETL Tester- Staff","Cochin",359,2,"C++ | SQL | MS-Excel"
"each_skill.386","SSB TEK INC","Python, ETL, Power BI","Hyderabad",355,6,"programming | cloud | data warehouse"
"each_skill.396","Technobase IT Solutions Pvt. Ltd.","Data Entry Operator","Nagpur",553,1,"unix | MS-Excel | firebase"
"each_skill.406","Infotech Plaza","Live Chat Agents for 24X7 International Inbound Process","Nashik",317,4,"programming | cloud | unix"
"each_skill.4110","Microland","Sr. Administrator - Database","Pune",371,6,"C++ | SQL | MS-Excel"
"each_skill.426","COMPEGENCE","Database Developer / ETL Engineer","Bangalore",321,6,"programming | MS-Excel | unix"
"each_skill.436","Bureau Veritas","DATA ENTRY OPERATOR","Noida",319,0,"SQL | firebase | programming"
"each_skill.446","PRS International Group of Companies","Brand Manager Bhopal","Bhopal",391,2,"C++ | SQL | firebase"
"each_skill.456","LogicalDNA Solutions","Database Developer","Pune",530,1,"cloud | firebase | C++"
"each_skill.466","Deccanbit Technologies Private Limited","Odoo Developer","Pune",430,3,"firebase | MS-Excel | unix"
"each_skill.476","Percona","Database Engineer -MySQL","Hyderabad",527,0,"programming | MS-Excel | unix"
"each_skill.486","Culture Arc","PL/SQL Developer","Remote",329,3,"cloud | SQL | firebase"
"each_skill.496","CCS Computers","Database Manager","New Delhi",402,5,"MS-Excel | programming | C++"
"each_skill.506","eGlobalInfotech","Fresh Engineer Graduates with Database, SQL, ETL Basic knowledge","Hyderabad",308,0,"SQL | data warehouse | cloud"
"each_skill.5110","Room to Read","Program Associate - GEP","India",395,2,"firebase | data warehouse | C++"
"each_skill.526","GlobalSpace Tech","Database Developer","Mumbai",363,0,"unix | firebase | data warehouse"
"each_skill.536","Cloud Mentor","Lead Database Developer","Gurgaon",542,0,"cloud | unix | MS-Excel"
"each_skill.546","SOLUSI NSTHR SOLUTIONS PVT LTD","Sr. Database Administrator","Calcutta",533,0,"firebase | C++ | programming"
"each_skill.556","Clickr Estore Pvt. Ltd ( www.clickrestore.in)","Lead -E Commerce(REMOTE)","Remote",448,2,"data warehouse | C++ | firebase"
"each_skill.566","Cargo Flash Infotech Pvt. Ltd.","Database Developer","Gurgaon",460,0,"firebase | cloud | programming"
"each_skill.576","Intel","Talent Sourcer","Bangalore",421,4,"unix | programming | cloud"
"each_skill.586","Motif Electric Ltd.","Quality Head","New Delhi",487,1,"unix | SQL | cloud"
"each_skill.596","CCS Computers","Database Engineer/ Software Developer","New Delhi",561,6,"SQL | programming | unix"
"each_skill.606","Qocept Technologies Pvt Ltd","Quality Assurance Head","Sonipat",540,4,"programming | C++ | firebase"
"each_skill.6110","eClinicalworks India Pvt Ltd","NOC - System Admin (5 Days working / Rotational Shifts)","Ahmedabad",370,2,"unix | C++ | data warehouse"
"each_skill.626","REI Systems India Pvt. Ltd.","Data Analyst","Maharashtra",416,0,"programming | unix | firebase"
"each_skill.636","Iris Software","SQL Database & SSIS","India",447,6,"MS-Excel | programming | C++"
"each_skill.646","Culture Arc","CORE DATABASE ADMINISTRATOR (ORACLE","Remote",331,4,"cloud | MS-Excel | SQL"
"each_skill.656","Channelthon.com","Data Entry Specialist","Mumbai",352,5,"programming | C++ | MS-Excel"
"each_skill.666","EY","ETL Tester- Staff","Cochin",554,4,"firebase | C++ | data warehouse"
"each_skill.676","SSB TEK INC","Python, ETL, Power BI","Hyderabad",492,0,"data warehouse | programming | firebase"
"each_skill.686","Technobase IT Solutions Pvt. Ltd.","Data Entry Operator","Nagpur",498,1,"firebase | C++ | SQL"
"each_skill.696","Infotech Plaza","Live Chat Agents for 24X7 International Inbound Process","Nashik",396,3,"programming | unix | data warehouse"
"each_skill.706","Microland","Sr. Administrator - Database","Pune",417,6,"firebase | programming | cloud"
"each_skill.7110","COMPEGENCE","Database Developer / ETL Engineer","Bangalore",364,2,"MS-Excel | cloud | data warehouse"
"each_skill.726","Bureau Veritas","DATA ENTRY OPERATOR","Noida",404,4,"firebase | programming | MS-Excel"
"each_skill.736","PRS International Group of Companies","Brand Manager Bhopal","Bhopal",468,6,"MS-Excel | programming | firebase"
"each_skill.746","LogicalDNA Solutions","Database Developer","Pune",305,1,"C++ | firebase | programming"
"each_skill.756","Deccanbit Technologies Private Limited","Odoo Developer","Pune",497,1,"programming | data warehouse | C++"
"each_skill.766","Percona","Database Engineer -MySQL","Hyderabad",333,1,"programming | data warehouse | firebase"
"each_skill.776","Culture Arc","PL/SQL Developer","Remote",566,0,"firebase | data warehouse | C++"
"each_skill.786","9ine","Senior Database Developer","Pune",462,1,"MS-Excel | SQL | firebase"
